,Gender,Unnamed: 1,Male,Female,Total,completion_month_year,year,year2,phase,Published paper,Published paper  YN,Published result in clicnicaltrials,others,R/O,official_title,source,source.1,intervention_names,Age eligible for study,Lowe limit of age < 18,Age upper limit,Age code upper limit,Study population,Country,Continent,Is there an extension study
31,NCT00160550,Berkovic 2007,73,91,164,6/1/2005,2005,3,Phase 3,2,y,n,"2 publication, 1 with pooled analysis, in view of duplicate population, nly the original study data is extracted",R,"A Double-blind, Multicenter, Randomized, Placebo-controlled Study to Evaluate the Efficacy and Safety of Adjunctive Treatment With 3000 mg/Day (Pediatric Target Dose of 60 mg/kg/Day) Oral Levetiracetam (LEV) (166, 250, and 500mg Tablets), in Adult and Pediatric Subjects (4-65 Years) Suffering From Idiopathic Generalized Epilepsy With Primary Generalized Tonic-clonic (PGTC) Seizures.",UCB Pharma,1,Levetiracetam,4–65,y,65,65-<75,New Zealand,2,"Europe
North America
Oceania",Y
32,NCT00043901,Biton 2005,62,55,117,3/1/2005,2005,3,Phase 4,1,y,n,,R,"A Multi-Center, Double-Blind, Randomized, Placebo-Controlled, Parallel-Group Evaluation of Lamotrigine Adjunctive Therapy in Subjects Wtih Primary Generalized Tonic-Clonic Seizures",GlaxoSmithKline,1,lamotrigine,2 years and older,y,nil,>/75,United States of America,2,"North America
South America",Y
32,NCT00043901,Biton 2005,62,55,117,3/1/2005,2005,3,Phase 4,1,y,n,,R,"A Multi-Center, Double-Blind, Randomized, Placebo-Controlled, Parallel-Group Evaluation of Lamotrigine Adjunctive Therapy in Subjects Wtih Primary Generalized Tonic-Clonic Seizures",GlaxoSmithKline,1,lamotrigine,2 years and older,y,nil,>/75,Argentina,2,"North America
South America",Y
32,NCT00043901,Biton 2005,62,55,117,3/1/2005,2005,3,Phase 4,1,y,n,,R,"A Multi-Center, Double-Blind, Randomized, Placebo-Controlled, Parallel-Group Evaluation of Lamotrigine Adjunctive Therapy in Subjects Wtih Primary Generalized Tonic-Clonic Seizures",GlaxoSmithKline,1,lamotrigine,2 years and older,y,nil,>/75,Chile,2,"North America
South America",Y
32,NCT00043901,Biton 2005,62,55,117,3/1/2005,2005,3,Phase 4,1,y,n,,R,"A Multi-Center, Double-Blind, Randomized, Placebo-Controlled, Parallel-Group Evaluation of Lamotrigine Adjunctive Therapy in Subjects Wtih Primary Generalized Tonic-Clonic Seizures",GlaxoSmithKline,1,lamotrigine,2 years and older,y,nil,>/75,Peru,2,"North America
South America",Y
33,NCT00150787,Brodie 2007,317,259,576,11/1/2005,2005,3,Phase 3,1,y,n,,R,"A Multicenter, Double-blind, Follow-up Trial Evaluating the Long-term Safety of Levetiracetam (1000 to 3000 mg/Day Oral b.i.d.) and Carbamazepine (400 to 1200 mg/Day Oral b.i.d.), Used as Monotherapy in Subjects (__‰ 16 Years) Coming From the N01061 Trial.",UCB Pharma,1,LEVETIRACETAM,16 years and older,y,nil,>/75,Belgium ,3,"Europe
Africa
",N
33,NCT00150787,Brodie 2007,317,259,576,11/1/2005,2005,3,Phase 3,1,y,n,,R,"A Multicenter, Double-blind, Follow-up Trial Evaluating the Long-term Safety of Levetiracetam (1000 to 3000 mg/Day Oral b.i.d.) and Carbamazepine (400 to 1200 mg/Day Oral b.i.d.), Used as Monotherapy in Subjects (__‰ 16 Years) Coming From the N01061 Trial.",UCB Pharma,1,LEVETIRACETAM,16 years and older,y,nil,>/75,czechiaia,3,"Europe
Africa
",N
33,NCT00150787,Brodie 2007,317,259,576,11/1/2005,2005,3,Phase 3,1,y,n,,R,"A Multicenter, Double-blind, Follow-up Trial Evaluating the Long-term Safety of Levetiracetam (1000 to 3000 mg/Day Oral b.i.d.) and Carbamazepine (400 to 1200 mg/Day Oral b.i.d.), Used as Monotherapy in Subjects (__‰ 16 Years) Coming From the N01061 Trial.",UCB Pharma,1,LEVETIRACETAM,16 years and older,y,nil,>/75,Finland,3,"Europe
Africa
",N
33,NCT00150787,Brodie 2007,317,259,576,11/1/2005,2005,3,Phase 3,1,y,n,,R,"A Multicenter, Double-blind, Follow-up Trial Evaluating the Long-term Safety of Levetiracetam (1000 to 3000 mg/Day Oral b.i.d.) and Carbamazepine (400 to 1200 mg/Day Oral b.i.d.), Used as Monotherapy in Subjects (__‰ 16 Years) Coming From the N01061 Trial.",UCB Pharma,1,LEVETIRACETAM,16 years and older,y,nil,>/75,France,3,"Europe
Africa
",N
33,NCT00150787,Brodie 2007,317,259,576,11/1/2005,2005,3,Phase 3,1,y,n,,R,"A Multicenter, Double-blind, Follow-up Trial Evaluating the Long-term Safety of Levetiracetam (1000 to 3000 mg/Day Oral b.i.d.) and Carbamazepine (400 to 1200 mg/Day Oral b.i.d.), Used as Monotherapy in Subjects (__‰ 16 Years) Coming From the N01061 Trial.",UCB Pharma,1,LEVETIRACETAM,16 years and older,y,nil,>/75,Germany,3,"Europe
Africa
",N
33,NCT00150787,Brodie 2007,317,259,576,11/1/2005,2005,3,Phase 3,1,y,n,,R,"A Multicenter, Double-blind, Follow-up Trial Evaluating the Long-term Safety of Levetiracetam (1000 to 3000 mg/Day Oral b.i.d.) and Carbamazepine (400 to 1200 mg/Day Oral b.i.d.), Used as Monotherapy in Subjects (__‰ 16 Years) Coming From the N01061 Trial.",UCB Pharma,1,LEVETIRACETAM,16 years and older,y,nil,>/75,Hungary,3,"Europe
Africa
",N
33,NCT00150787,Brodie 2007,317,259,576,11/1/2005,2005,3,Phase 3,1,y,n,,R,"A Multicenter, Double-blind, Follow-up Trial Evaluating the Long-term Safety of Levetiracetam (1000 to 3000 mg/Day Oral b.i.d.) and Carbamazepine (400 to 1200 mg/Day Oral b.i.d.), Used as Monotherapy in Subjects (__‰ 16 Years) Coming From the N01061 Trial.",UCB Pharma,1,LEVETIRACETAM,16 years and older,y,nil,>/75,Italy,3,"Europe
Africa
",N
33,NCT00150787,Brodie 2007,317,259,576,11/1/2005,2005,3,Phase 3,1,y,n,,R,"A Multicenter, Double-blind, Follow-up Trial Evaluating the Long-term Safety of Levetiracetam (1000 to 3000 mg/Day Oral b.i.d.) and Carbamazepine (400 to 1200 mg/Day Oral b.i.d.), Used as Monotherapy in Subjects (__‰ 16 Years) Coming From the N01061 Trial.",UCB Pharma,1,LEVETIRACETAM,16 years and older,y,nil,>/75,Poland,3,"Europe
Africa
",N
33,NCT00150787,Brodie 2007,317,259,576,11/1/2005,2005,3,Phase 3,1,y,n,,R,"A Multicenter, Double-blind, Follow-up Trial Evaluating the Long-term Safety of Levetiracetam (1000 to 3000 mg/Day Oral b.i.d.) and Carbamazepine (400 to 1200 mg/Day Oral b.i.d.), Used as Monotherapy in Subjects (__‰ 16 Years) Coming From the N01061 Trial.",UCB Pharma,1,LEVETIRACETAM,16 years and older,y,nil,>/75,South Africa,3,"Europe
Africa
",N
33,NCT00150787,Brodie 2007,317,259,576,11/1/2005,2005,3,Phase 3,1,y,n,,R,"A Multicenter, Double-blind, Follow-up Trial Evaluating the Long-term Safety of Levetiracetam (1000 to 3000 mg/Day Oral b.i.d.) and Carbamazepine (400 to 1200 mg/Day Oral b.i.d.), Used as Monotherapy in Subjects (__‰ 16 Years) Coming From the N01061 Trial.",UCB Pharma,1,LEVETIRACETAM,16 years and older,y,nil,>/75,Spain,3,"Europe
Africa
",N
33,NCT00150787,Brodie 2007,317,259,576,11/1/2005,2005,3,Phase 3,1,y,n,,R,"A Multicenter, Double-blind, Follow-up Trial Evaluating the Long-term Safety of Levetiracetam (1000 to 3000 mg/Day Oral b.i.d.) and Carbamazepine (400 to 1200 mg/Day Oral b.i.d.), Used as Monotherapy in Subjects (__‰ 16 Years) Coming From the N01061 Trial.",UCB Pharma,1,LEVETIRACETAM,16 years and older,y,nil,>/75,Sweden,3,"Europe
Africa
",N
33,NCT00150787,Brodie 2007,317,259,576,11/1/2005,2005,3,Phase 3,1,y,n,,R,"A Multicenter, Double-blind, Follow-up Trial Evaluating the Long-term Safety of Levetiracetam (1000 to 3000 mg/Day Oral b.i.d.) and Carbamazepine (400 to 1200 mg/Day Oral b.i.d.), Used as Monotherapy in Subjects (__‰ 16 Years) Coming From the N01061 Trial.",UCB Pharma,1,LEVETIRACETAM,16 years and older,y,nil,>/75,Netherlands,3,"Europe
Africa
",N
33,NCT00150787,Brodie 2007,317,259,576,11/1/2005,2005,3,Phase 3,1,y,n,,R,"A Multicenter, Double-blind, Follow-up Trial Evaluating the Long-term Safety of Levetiracetam (1000 to 3000 mg/Day Oral b.i.d.) and Carbamazepine (400 to 1200 mg/Day Oral b.i.d.), Used as Monotherapy in Subjects (__‰ 16 Years) Coming From the N01061 Trial.",UCB Pharma,1,LEVETIRACETAM,16 years and older,y,nil,>/75,United Kingdom of Great Britain and Northern Ireland,3,"Europe
Africa
",N
34,NCT00221988,Schoenberg 2017,5,15,20,9/1/2005,2005,3,,1,y,n,,R,"A Randomized, Double-Blind, Cross-Over Study of the Cognitive and Mood Effects of KEPPRA (Levetiracetam) Tablets in Healthy Older Adults.",University Hospitals Cleveland Medical Center,2,Levetiracetam (Keppra),65 -80,n,80,>/75,United States of America,1,North America,N
35,NCT00210574,2011,5,7,12,10/1/2006,2006,3,Phase 2,0,n,y,,O,A Pilot Study of Topiramate in Childhood Absence Epilepsy,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",1,topiramate,4_9,y,9,</18,United States of America,1,North America,n
36,NCT00287053,2016,24,33,57,10/1/2006,2006,3,Phase 4,1,y,y,,R,Phase IV Study of the Effects of Divalproex Sodium on Food Intake and Energy Expenditure.,Pennington Biomedical Research Center,2,divalproex sodium,18-54,n,54,19-54,United States of America,1,North America,N
37,NCT00144872,2017,20,34,54,4/22/2006,2006,3,Phase 1,0,n,y,,O,Evaluation of Lamotrigine in Subjects With Absence Seizures,GlaxoSmithKline,1,Lamotrigine,up to 12 years,y,12,</18,United States of America,1,North America,n
38,NCT02170064,2017,12,17,29,4/1/2006,2006,3,Phase 2,0,n,y,,O,"Pharmacokinetics, Efficacy and Tolerability of BIA 2-093 in Children and Adolescents With Refractory Partial Epilepsy",Bial - Portela C S.A.,1,BIA 2-093 (Eslicarbazepine acetate),2_17,y,17,</18,Romania,3,Europe,n
39,NCT00175825,2018,110,98,208,6/29/2006,2006,3,Phase 2,1,y,y,*Studies with pooled data,R,"A Multicenter, Double-blind, Randomized, Placebo-controlled, 4 Parallel Groups, Dose-ranging Trial Evaluating the Efficacy and Safety of Brivaracetam Used as Adjunctive Treatment at Doses of 5, 20 and 50 mg/Day in b.i.d. Administration (Oral Tablets of 2.5 or 10 mg) for a Maximum of 7 Weeks in Subjects From 16 to 65 Years With Refractory Epilepsy Suffering From Partial Onset Seizures Whether or Not Secondarily Generalized",UCB Pharma,1,Placebo | Brivaracetam,16-65,y,65,65-<75,United States of America,2,"North America
South America
Asia
",N
39,NCT00175825,2018,110,98,208,6/29/2006,2006,3,Phase 2,1,y,y,*Studies with pooled data,R,"A Multicenter, Double-blind, Randomized, Placebo-controlled, 4 Parallel Groups, Dose-ranging Trial Evaluating the Efficacy and Safety of Brivaracetam Used as Adjunctive Treatment at Doses of 5, 20 and 50 mg/Day in b.i.d. Administration (Oral Tablets of 2.5 or 10 mg) for a Maximum of 7 Weeks in Subjects From 16 to 65 Years With Refractory Epilepsy Suffering From Partial Onset Seizures Whether or Not Secondarily Generalized",UCB Pharma,1,Placebo | Brivaracetam,16-65,y,65,65-<75,Brazil,2,"North America
South America
Asia
",N
39,NCT00175825,2018,110,98,208,6/29/2006,2006,3,Phase 2,1,y,y,*Studies with pooled data,R,"A Multicenter, Double-blind, Randomized, Placebo-controlled, 4 Parallel Groups, Dose-ranging Trial Evaluating the Efficacy and Safety of Brivaracetam Used as Adjunctive Treatment at Doses of 5, 20 and 50 mg/Day in b.i.d. Administration (Oral Tablets of 2.5 or 10 mg) for a Maximum of 7 Weeks in Subjects From 16 to 65 Years With Refractory Epilepsy Suffering From Partial Onset Seizures Whether or Not Secondarily Generalized",UCB Pharma,1,Placebo | Brivaracetam,16-65,y,65,65-<75,India,2,"North America
South America
Asia
",N
39,NCT00175825,2018,110,98,208,6/29/2006,2006,3,Phase 2,1,y,y,*Studies with pooled data,R,"A Multicenter, Double-blind, Randomized, Placebo-controlled, 4 Parallel Groups, Dose-ranging Trial Evaluating the Efficacy and Safety of Brivaracetam Used as Adjunctive Treatment at Doses of 5, 20 and 50 mg/Day in b.i.d. Administration (Oral Tablets of 2.5 or 10 mg) for a Maximum of 7 Weeks in Subjects From 16 to 65 Years With Refractory Epilepsy Suffering From Partial Onset Seizures Whether or Not Secondarily Generalized",UCB Pharma,1,Placebo | Brivaracetam,16-65,y,65,65-<75,Mexico,2,"North America
South America
Asia
",N
39,NCT00175825,2018,110,98,208,6/29/2006,2006,3,Phase 2,1,y,y,*Studies with pooled data,R,"A Multicenter, Double-blind, Randomized, Placebo-controlled, 4 Parallel Groups, Dose-ranging Trial Evaluating the Efficacy and Safety of Brivaracetam Used as Adjunctive Treatment at Doses of 5, 20 and 50 mg/Day in b.i.d. Administration (Oral Tablets of 2.5 or 10 mg) for a Maximum of 7 Weeks in Subjects From 16 to 65 Years With Refractory Epilepsy Suffering From Partial Onset Seizures Whether or Not Secondarily Generalized",UCB Pharma,1,Placebo | Brivaracetam,16-65,y,65,65-<75,,2,"North America
South America
Asia
",N
40,NCT00136019,Chung 2010,200,205,405,8/1/2006,2006,3,Phase 3,4,y,n,"4 publications,3 of which are pooled analysis, only study which is unique to clinical trial ID recorded",R,"A Multicenter, Double-blind, Randomized, Placebo-controlled, Parallel Group Trial to Investigate the Efficacy and Safety of SPM 927 (400mg/Day and 600mg/Day) as Adjunctive Therapy in Subjects With Partial Seizures With or Without Secondary Generalization",UCB Pharma,1,SPM 927,16-70,y,70,65-<75,United States of America,1,North America,Y
41,NCT00162981,Conry 2009,42,26,68,10/1/2006,2006,3,Phase 2,1,y,n,,R,Safety and Efficacy of Clobazam in Subjects With Lennox-Gastaut Syndrome,Lundbeck LLC,1,Clobazam Low Dose | Clobazam High Dose,2_30,y,30,19-54,United States of America,1,North America,Y
42,NCT00220415,Halasz 2009,250,235,485,1/1/2006,2006,3,Phase 3,4,y,n,"4 publications,3 of which are pooled analysis, only study which is unique to clinical trial ID recorded",R,"A Multicenter, Double-blind, Randomized, Placebo-controlled, Parallel Group Trial to Investigate the Efficacy and Safety of SPM 927 (200mg/Day and 400mg/Day) as Adjunctive Therapy in Subjects With Partial Seizures With or Without Secondary Generalization",UCB Pharma,1,SPM 927,16-70,y,70,65-<75,Germany,3,Europe,Y
43,NCT00160654,Kwan 2010,114,137,251,5/1/2006,2006,3,Phase 4,1,y,n,,O,"A Phase IV, Open-label, Multi-center, Community-based Trial Studying the Safety and Efficacy of Keppra_Ê¢ as Adjunctive Therapy in Adult Subjects With Uncontrolled Partial Epilepsy.",UCB Pharma,1,Levetiracetam,18 years and older,n,nil,>/75,Hong Kong,4,Asia,n
43,NCT00160654,Kwan 2010,114,137,251,5/1/2006,2006,3,Phase 4,1,y,n,,O,"A Phase IV, Open-label, Multi-center, Community-based Trial Studying the Safety and Efficacy of Keppra_Ê¢ as Adjunctive Therapy in Adult Subjects With Uncontrolled Partial Epilepsy.",UCB Pharma,1,Levetiracetam,18 years and older,n,nil,>/75,Malaysia,4,Asia,n
43,NCT00160654,Kwan 2010,114,137,251,5/1/2006,2006,3,Phase 4,1,y,n,,O,"A Phase IV, Open-label, Multi-center, Community-based Trial Studying the Safety and Efficacy of Keppra_Ê¢ as Adjunctive Therapy in Adult Subjects With Uncontrolled Partial Epilepsy.",UCB Pharma,1,Levetiracetam,18 years and older,n,nil,>/75,Philippines,4,Asia,n
43,NCT00160654,Kwan 2010,114,137,251,5/1/2006,2006,3,Phase 4,1,y,n,,O,"A Phase IV, Open-label, Multi-center, Community-based Trial Studying the Safety and Efficacy of Keppra_Ê¢ as Adjunctive Therapy in Adult Subjects With Uncontrolled Partial Epilepsy.",UCB Pharma,1,Levetiracetam,18 years and older,n,nil,>/75,Singapore,4,Asia,n
43,NCT00160654,Kwan 2010,114,137,251,5/1/2006,2006,3,Phase 4,1,y,n,,O,"A Phase IV, Open-label, Multi-center, Community-based Trial Studying the Safety and Efficacy of Keppra_Ê¢ as Adjunctive Therapy in Adult Subjects With Uncontrolled Partial Epilepsy.",UCB Pharma,1,Levetiracetam,18 years and older,n,nil,>/75,"Taiwan, Province of China",4,Asia,n
43,NCT00160654,Kwan 2010,114,137,251,5/1/2006,2006,3,Phase 4,1,y,n,,O,"A Phase IV, Open-label, Multi-center, Community-based Trial Studying the Safety and Efficacy of Keppra_Ê¢ as Adjunctive Therapy in Adult Subjects With Uncontrolled Partial Epilepsy.",UCB Pharma,1,Levetiracetam,18 years and older,n,nil,>/75,Thailand,4,Asia,n
44,NCT00175929,Paesschen 2013,21,31,52,3/1/2006,2006,3,Phase 2,1,y,n,,R,"A Multicenter, Double-blind, Randomized, Placebo-controlled, 3 Parallel Groups, Dose-ranging Trial Evaluating the Efficacy and Safety of Ucb 34714 Used as Adjunctive Treatment at Doses of 50 and 150 mg/Day in b.i.d. Administration (Oral Capsules of 25 mg) for a Maximum of 12 Weeks in Subjects From 16 to 65 Years With Refractory Epilepsy Suffering From Partial Onset Seizures Whether or Not Secondarily Generalized",UCB Pharma,1,Placebo | Brivaracetam | Brivaracetam,16-65,y,65,65-<75,Belgium,3,Europe,Y
44,NCT00175929,Paesschen 2013,21,31,52,3/1/2006,2006,3,Phase 2,1,y,n,,R,"A Multicenter, Double-blind, Randomized, Placebo-controlled, 3 Parallel Groups, Dose-ranging Trial Evaluating the Efficacy and Safety of Ucb 34714 Used as Adjunctive Treatment at Doses of 50 and 150 mg/Day in b.i.d. Administration (Oral Capsules of 25 mg) for a Maximum of 12 Weeks in Subjects From 16 to 65 Years With Refractory Epilepsy Suffering From Partial Onset Seizures Whether or Not Secondarily Generalized",UCB Pharma,1,Placebo | Brivaracetam | Brivaracetam,16-65,y,65,65-<75,czechiaia,3,Europe,Y
44,NCT00175929,Paesschen 2013,21,31,52,3/1/2006,2006,3,Phase 2,1,y,n,,R,"A Multicenter, Double-blind, Randomized, Placebo-controlled, 3 Parallel Groups, Dose-ranging Trial Evaluating the Efficacy and Safety of Ucb 34714 Used as Adjunctive Treatment at Doses of 50 and 150 mg/Day in b.i.d. Administration (Oral Capsules of 25 mg) for a Maximum of 12 Weeks in Subjects From 16 to 65 Years With Refractory Epilepsy Suffering From Partial Onset Seizures Whether or Not Secondarily Generalized",UCB Pharma,1,Placebo | Brivaracetam | Brivaracetam,16-65,y,65,65-<75,Finland,3,Europe,Y
44,NCT00175929,Paesschen 2013,21,31,52,3/1/2006,2006,3,Phase 2,1,y,n,,R,"A Multicenter, Double-blind, Randomized, Placebo-controlled, 3 Parallel Groups, Dose-ranging Trial Evaluating the Efficacy and Safety of Ucb 34714 Used as Adjunctive Treatment at Doses of 50 and 150 mg/Day in b.i.d. Administration (Oral Capsules of 25 mg) for a Maximum of 12 Weeks in Subjects From 16 to 65 Years With Refractory Epilepsy Suffering From Partial Onset Seizures Whether or Not Secondarily Generalized",UCB Pharma,1,Placebo | Brivaracetam | Brivaracetam,16-65,y,65,65-<75,France,3,Europe,Y
44,NCT00175929,Paesschen 2013,21,31,52,3/1/2006,2006,3,Phase 2,1,y,n,,R,"A Multicenter, Double-blind, Randomized, Placebo-controlled, 3 Parallel Groups, Dose-ranging Trial Evaluating the Efficacy and Safety of Ucb 34714 Used as Adjunctive Treatment at Doses of 50 and 150 mg/Day in b.i.d. Administration (Oral Capsules of 25 mg) for a Maximum of 12 Weeks in Subjects From 16 to 65 Years With Refractory Epilepsy Suffering From Partial Onset Seizures Whether or Not Secondarily Generalized",UCB Pharma,1,Placebo | Brivaracetam | Brivaracetam,16-65,y,65,65-<75,Germany,3,Europe,Y
44,NCT00175929,Paesschen 2013,21,31,52,3/1/2006,2006,3,Phase 2,1,y,n,,R,"A Multicenter, Double-blind, Randomized, Placebo-controlled, 3 Parallel Groups, Dose-ranging Trial Evaluating the Efficacy and Safety of Ucb 34714 Used as Adjunctive Treatment at Doses of 50 and 150 mg/Day in b.i.d. Administration (Oral Capsules of 25 mg) for a Maximum of 12 Weeks in Subjects From 16 to 65 Years With Refractory Epilepsy Suffering From Partial Onset Seizures Whether or Not Secondarily Generalized",UCB Pharma,1,Placebo | Brivaracetam | Brivaracetam,16-65,y,65,65-<75,Netherlands,3,Europe,Y
